Date,Open,High,Low ,Close,Volume
12-Jul-18,1043.15,1098.8,1043.15,1082.2,1370508
11-Jul-18,1025,1038.7,1017,1036.35,405557
10-Jul-18,1001.5,1028.5,1001.5,1025.75,610926
09-Jul-18,985.5,998.7,983.3,995.65,288087
06-Jul-18,965.9,982.45,964.8,976.5,336533
05-Jul-18,998.7,1008.5,960.1,965,1290356
04-Jul-18,974.8,992,972,990.05,337151
03-Jul-18,964,978.25,961,971.6,224859
02-Jul-18,973,973.5,957.55,961.05,208435
29-Jun-18,952,977.75,949.7,972.95,325103
28-Jun-18,965.05,969,941.35,944.7,284818
27-Jun-18,980,985.75,960.5,965.3,354116
26-Jun-18,1003.6,1005.05,975.5,978.7,368880
25-Jun-18,1017,1017,1001.95,1003.55,210904
22-Jun-18,1030,1030,1008.6,1012.3,6655065
21-Jun-18,1023,1035.8,1020.4,1032.35,444333
20-Jun-18,996.5,1021.75,996,1019.95,340911
19-Jun-18,1015,1015,993.05,995.65,236423
18-Jun-18,1010.8,1018.6,1007.7,1015,292408
15-Jun-18,1007.5,1023.5,999.75,1013.85,412936
14-Jun-18,996.2,1011.7,988.2,1007.5,294056
13-Jun-18,999,1004.9,990,1002.1,343686
12-Jun-18,982.2,998,980.45,995.4,243324
11-Jun-18,984.35,999.5,978.2,982.45,832408
08-Jun-18,968.9,986.5,960.55,983.4,266305
07-Jun-18,955,975.6,955,971.4,329983
06-Jun-18,948.9,955.4,942.55,953.4,183682
05-Jun-18,941.25,955,941.2,947.85,289429
04-Jun-18,934.8,943.75,932,939.35,1868577
01-Jun-18,921.3,934.9,919.1,929.2,2034925
31-May-18,919.35,924,916.5,921.3,2016619
30-May-18,914,922.8,907.1,917.35,482165
29-May-18,920.05,927.9,914.15,917,227379
28-May-18,923.55,927.15,918.95,921,1353411
25-May-18,918.05,924.25,915.6,921.75,175102
24-May-18,916.7,920.95,910.85,916.05,238484
23-May-18,927,927.1,909.05,912.25,275631
22-May-18,933,934.2,924.5,926.9,220896
21-May-18,932,935.4,922,931.95,233114
18-May-18,946,953.55,931.5,933.4,484887
17-May-18,959.9,960.7,942.5,945.15,1414396
16-May-18,976.3,976.3,954.4,956.45,1288716
15-May-18,980,999.3,977,979.35,305063
14-May-18,993.9,993.9,976.4,984.85,167118
11-May-18,982.8,990.15,977.25,988.5,343688
10-May-18,977.1,984,974.5,980.7,319954
09-May-18,967.65,982.65,962,975.3,333659
08-May-18,973.55,982,965.15,967.65,337704
07-May-18,958,974,956.5,971.85,350888
04-May-18,963.95,964.5,949.65,953.9,179721
03-May-18,977,978.8,959.3,962.6,319978
02-May-18,968.8,978.2,966.25,973,309846
30-Apr-18,984.7,992,961,963.1,549488
27-Apr-18,988.25,1010.7,988.25,994.75,1092703
26-Apr-18,972,988,963.4,975.35,530962
25-Apr-18,972.55,981.45,964.5,970.7,425381
24-Apr-18,937.7,974.5,935,969.75,511300
23-Apr-18,927.3,942.95,926,935.15,159076
20-Apr-18,939,941.6,921.45,928.05,214926
19-Apr-18,938.2,943.95,935.1,941.25,366035
